"","TDATE","PNAME","PCODE","TCODE","REGION_CODE","ZSP_CODE","P_VC_UNREG_AVG","P_NC_UNREG_AVG"
"234",2011-01-01,"ГУП Ставропольского края ""Ставрополькоммунэлектро""","STAVRKOM","PSTKOM17","07","FZYUOE16",1072.3192083721,287557.101957504
"235",2011-01-01,"ГУП Ставропольского края ""Ставрополькоммунэлектро""","STAVRKOM","PSTKOM18","07","FZYUOE16",1181.85133371631,286362.858061089
"236",2011-01-01,"ГУП Ставропольского края ""Ставрополькоммунэлектро""","STAVRKOM","PSTKOM19","07","FZYUOE16",1086.03491200289,285996.828348789
"237",2011-01-01,"ГУП Ставропольского края ""Ставрополькоммунэлектро""","STAVRKOM","PSTKOM20","07","FZYUOE16",1102.80336349809,282946.588405579
"238",2011-01-01,"ГУП Ставропольского края ""Ставрополькоммунэлектро""","STAVRKOM","PSTKOM21","07","FZYUOE16",1125.07824073842,279819.828046273
"239",2011-01-01,"ОАО ""Свердловэнергосбыт""","SVERDLEN","PSVERDLE","65","FZUROE07",907.670013637256,286880.663563499
"240",2011-01-01,"ОАО ""Тамбовская энергосбытовая компания""","TAMBOVEN","PTAMBOVE","68","FZZNOE24",951.109217609303,284390.211221914
"241",2011-01-01,"ОАО ""Татэнергосбыт""","TATENERG","PTATENER","92","FZURKR12",923.35121112512,282538.284615998
"242",2011-01-01,"ОАО ""Тольяттинская энергосбытовая компания""","GPTOLESB","PTEKOMP1","36","FZVLOE13",938.956887939698,277918.118767716
"243",2011-01-01,"ООО ""ТольяттиЭнергоСбыт""","TOLLENSB","PTOLESB1","36","FZUROE07",976.289615617209,283741.184044399
"244",2011-01-01,"ООО ""ТольяттиЭнергоСбыт""","TOLLENSB","PTOLESB2","36","FZVLOE13",932.988313913494,268691.293955374
"245",2011-01-01,"ОАО ""Томская энергосбытовая компания""","TOMSKENE","PTOMSKEN","69","FZSBOE01",550.208219519874,159384.468835621
"246",2011-01-01,"ОАО ""Томская энергосбытовая компания""","TOMSKENE","PTOMSKES","69","FZURTU08",840.193868097221,276480.246
"247",2011-01-01,"ОАО ""Тамбовская областная сбытовая компания""","TOSKTOSK","PTOSKOM1","68","FZZNOE24",959.642535049097,279205.920585671
"248",2011-01-01,"МУП ""Троицкая электросеть""","TROIELST","PTROELS1","46","FZZMSK26",936.967001166487,317507.995871176
"249",2011-01-01,"ОАО ""Тульская сбытовая компания""","TULENERG","PTULENER","70","FZZNOE24",974.122368547056,287474.134279664
"251",2011-01-01,"ОАО ""Тюменская энергосбытовая компания""","TUMENENE","PTUMENEN","71","FZURTU08",868.992039803763,283267.784056556
"252",2011-01-01,"ОАО ""Тюменьэнергосбыт""","TUMENESB","PTUMREG1","71","FZURTU08",914.390101796283,309247.272294135
"253",2011-01-01,"ОАО ""Тюменьэнергосбыт""","TUMENESB","PTUMREG2","71","FZURTU08",891.867814620379,285881.597484284
"254",2011-01-01,"ОАО ""Тюменьэнергосбыт""","TUMENESB","PTUMREG3","71","FZURTU08",902.856843915713,296399.252314066
"255",2011-01-01,"ОАО ""Тюменьэнергосбыт""","TUMENESB","PTUMREG4","71","FZURTU08",875.842066401707,286780.047253505
"256",2011-01-01,"ОАО ""Тюменьэнергосбыт""","TUMENESB","PTUMREG5","71","FZURTU08",857.447284977777,282854.743713826
"257",2011-01-01,"ОАО ""Тываэнергосбыт""","TUVASBYT","PTUVENER","93","FZSBHT29",215.779407786475,106972.075885475
"258",2011-01-01,"ОАО ""Тверская энергосбытовая компания""","TVERENER","PTVERENE","28","FZZNOE24",944.108943749603,279341.59448253
"259",2011-01-01,"ООО ""Тверская областная энергосбытовая компания""","TVEROBLE","PTVOBSK1","28","FZZNOE24",1074.99240368619,276499.55341475
"260",2011-01-01,"ООО ""Тверская областная энергосбытовая компания""","TVEROBLE","PTVOBSK2","28","FZZNOE24",999.830924299255,276857.373776942
"261",2011-01-01,"ООО ""Тверская областная энергосбытовая компания""","TVEROBLE","PTVOBSK3","28","FZZNOE24",1007.42587917594,282423.001571614
"262",2011-01-01,"ООО ""Тверская областная энергосбытовая компания""","TVEROBLE","PTVOBSK4","28","FZZNOE24",1028.60145876319,272297.267346829
"263",2011-01-01,"ОАО ""Удмуртская энергосбытовая компания""","UDMURTEN","PUDMURTE","94","FZURKR12",935.016607060522,271938.441897737
"264",2011-01-01,"ОАО ""Ульяновскэнерго""","ULYANENE","PULYANEN","73","FZVLOE13",915.780778094443,269967.713064449
"265",2011-01-01,"ЗАО ""Волгаэнергосбыт""","VOLGAESB","PVENESB1","22","FZZNOE24",980.817645600768,282887.022349955
"266",2011-01-01,"ЗАО ""Витимэнергосбыт""","VITIMENS","PVITENSB","25","FZSBHT29",963.194981375894,164422.505807571
"267",2011-01-01,"ОАО ""Владимирская энергосбытовая компания""","VLADIMEN","PVLADIME","17","FZZNOE24",947.351788596722,278074.814190386
"268",2011-01-01,"ОАО ""Владимирские коммунальные системы""","VLADKOMS","PVLKSIS1","17","FZZNOE24",938.043440248196,276705.884177294
"269",2011-01-01,"ОАО ""Владимирские коммунальные системы""","VLADKOMS","PVLKSIS2","17","FZZNOE24",960.98739193951,286666.772143299
"270",2011-01-01,"ОАО ""Владимирские коммунальные системы""","VLADKOMS","PVLKSIS3","17","FZZNOE24",961.355791129235,272540.753255714
"271",2011-01-01,"ОАО ""Владимирские коммунальные системы""","VLADKOMS","PVLKSIS4","17","FZZNOE24",993.133548111872,278239.968451708
"272",2011-01-01,"ОАО ""Владимирские коммунальные системы""","VLADKOMS","PVLKSIS5","17","FZZNOE24",969.635891609865,285286.936610848
"273",2011-01-01,"ОАО ""Владимирские коммунальные системы""","VLADKOMS","PVLKSIS6","17","FZZNOE24",973.0109320503,284948.931699172
"274",2011-01-01,"ОАО ""Владимирские коммунальные системы""","VLADKOMS","PVLKSIS7","17","FZZNOE24",965.717150276205,277947.198234037
"275",2011-01-01,"ОАО ""Владимирские коммунальные системы""","VLADKOMS","PVLKSIS8","17","FZZNOE24",948.573141941587,279060.255342099
"276",2011-01-01,"ОАО ""Владимирские коммунальные системы""","VLADKOMS","PVLKSIS9","17","FZZNOE24",957.116828492243,278820.61930277
"277",2011-01-01,"ОАО ""Владимирские коммунальные системы""","VLADKOMS","PVLKSI10","17","FZZNOE24",939.022699866078,277624.197442669
"278",2011-01-01,"ОАО ""Волгоградэнергосбыт""","VOLGOGEN","PVOLGOGE","18","FZYUVG17",977.464914804228,240742.284808375
"279",2011-01-01,"ОАО ""Вологдаэнергосбыт""","VOLOGENE","PVOLOGEN","19","FZZNVL25",953.582684074733,279037.675838859
"280",2011-01-01,"ОАО ""Воронежская энергосбытовая компания""","VORNEGEN","PVORNEGE","20","FZZNOE24",985.692877335164,283429.732712632
"281",2011-01-01,"ООО ""Электросбытовая компания ""Ватт-Электросбыт""","ELSKVATT","PWATTEL1","89","FZVLOE13",970.688685685733,272021.258203338
"282",2011-01-01,"ОАО ""Ярославская сбытовая компания""","YARENERG","PYARENER","78","FZZNOE24",986.31052410715,280970.193673419
"283",2011-02-01,"ООО ""Абаканэнергосбыт""","ABAKANSB","PABAKSB1","95","FZSBHT29",517.7177819596,84167.9782394081
"284",2011-02-01,"ООО ""Абаканэнергосбыт""","ABAKANSB","PABAKSB2","95","FZSBHT29",523.511903287532,92864.430171617
"285",2011-02-01,"ООО ""Алексинэнергосбыт""","ALEKSNSB","PALEKSB1","70","FZZNOE24",1173.39640528444,222721.386319305
"286",2011-02-01,"ОАО ""Алтайэнергосбыт""","ALTAENSB","PALTENER","01","FZSBOE01",675.967630649709,191290.280583961
"287",2011-02-01,"ОАО ""Алтайэнергосбыт""","ALTAENSB","PALTRESP","84","FZSBBB06",1055.49022391485,201915.758917839
"288",2011-02-01,"ООО ""Арктик-энерго""","ARCTIKEN","PARKTIK1","47","FZSZKO28",892.80234546103,244879.377046263
"289",2011-02-01,"ООО ""Арктик-энерго""","ARCTIKEN","PARKTIK2","47","FZSZKO28",1034.87154128775,244214.738505217
"290",2011-02-01,"ООО ""Арктик-энерго""","ARCTIKEN","PARKTIK3","47","FZSZKO28",1037.24367996878,243888.678272602
"291",2011-02-01,"ООО ""Арктик-энерго""","ARCTIKEN","PARKTIK4","47","FZSZKO28",1037.87396716643,243451.726301482
"292",2011-02-01,"ООО ""Арктик-энерго""","ARCTIKEN","PARKTIK5","47","FZSZKO28",1039.5126216489,243664.433392176
"293",2011-02-01,"ООО ""Арктик-энерго""","ARCTIKEN","PARKTIK6","47","FZSZKO28",1034.12135990911,245771.865215115
"294",2011-02-01,"ОАО ""Астраханская энергосбытовая компания""","ASTRHENE","PASTRHEN","12","FZYUAS18",1239.65558221678,215765.932654664
"295",2011-02-01,"ЗАО ""Балашихинская электросеть""","BALASHEL","PBALEST1","46","FZZMSK26",1161.72524688328,262282.723638965
"296",2011-02-01,"ОАО ""Барнаульская горэлектросеть""","BARNGORS","PBARELS1","01","FZSBBB06",652.597034073569,207599.637910299
"297",2011-02-01,"ООО ""Энергетическая сбытовая компания Башкортостана""","BASHKESK","PBASHENE","80","FZUROE07",1075.18299687655,223510.743455467
"298",2011-02-01,"ОАО ""Белгородская сбытовая компания""","BELGOREN","PBELGORE","14","FZZNOE24",1147.12817572001,226376.437991564
"299",2011-02-01,"МУП ""Борисоглебская энергосбытовая организация""","MPBORISO","PBORESB1","20","FZZNOE24",1208.69710444365,220990.467947759
"300",2011-02-01,"ОАО ""Брянская сбытовая компания""","BRYANENE","PBRYANEN","15","FZZNOE24",1166.35644200513,224886.16610246
"301",2011-02-01,"МУП г.Буденновска ""Горэлектросеть""","BUDELSET","PBUDGORS","07","FZYUOE16",1313.0886173241,218388.525769022
"302",2011-02-01,"ОАО ""Бурятэнергоcбыт""","BURYATEN","PBURYATE","81","FZSBOE01",200.685986406867,137714.095951759
"303",2011-02-01,"ОАО ""Челябэнергосбыт""","CHELENER","PCHELENE","75","FZUROE07",1074.41944503876,219695.301411301
"304",2011-02-01,"ОАО ""Читинская энергосбытовая компания""","CHITAENE","PCHITAEN","76200","FZSBOE01",568.363508417696,235537.403065758
"305",2011-02-01,"ОАО ""Чувашская энергосбытовая компания""","CHUVENER","PCHUVENE","97","FZVLKZ14",1187.8776096623,241738.277150732
"306",2011-02-01,"ОАО ""Дагестанская энергосбытовая компания""","DAGESBYT","PDAGENER","82","FZYUDA23",475.484870549423,200222.084793003
"317",2011-02-01,"ОАО ""Екатеринбургэнергосбыт""","EKATSBKO","PEKELSK1","65","FZUROE07",1048.74344629709,222098.823161941
"318",2011-02-01,"ОАО ""Электросеть"" (г.Мытищи)","ELSETMYT","PELSETMT","46","FZZMSK26",1121.72790811808,261222.300711159
"329",2011-02-01,"ООО ""Энергокомфорт"". Карелия""","EKOMFORT","PENKOMF1","86","FZSZOE27",1133.46853513933,286320.574261153
"330",2011-02-01,"ОАО ""470 Электрическая сеть""","OAO470ES","PESVMF01","41","FZSZOE27",1124.90919702956,291216.93374703
"331",2011-02-01,"ОАО ""470 Электрическая сеть""","OAO470ES","PESVMF02","41","FZSZOE27",1106.34472289589,291066.134838369
"332",2011-02-01,"ОАО ""ГОРЭЛЕКТРОСЕТЬ"" (г.Кисловодск)","GORELKIS","PGELESKS","07","FZYUOE16",1370.32416087878,221990.970155914
"333",2011-02-01,"ОАО ""Горэлектросеть"" г.Невинномысск","NEVNGORS","PGELSNV1","07","FZYUOE16",1229.96982947407,213577.059286191
"334",2011-02-01,"ОАО ""Горэлектросеть"" г.Невинномысск","NEVNGORS","PGELSNV2","07","FZYUOE16",1224.21312202508,216903.738879873
"335",2011-02-01,"МП ""Городские электрические сети"" (г.Ханты-Мансийск)","HANTGORS","PGORESHM","71","FZURTU08",997.894937305082,222756.095361093
"336",2011-02-01,"ОАО ""Хакасэнергосбыт""","HAKASENE","PHAKASEN","95","FZSBKZ02",513.890321017699,91866.0200255413
"337",2011-02-01,"ОАО ""Ингушэнерго""","INGUSHEN","PINGUSHE","26","FZYUOE16",591.053196522384,191475.262196632
"342",2011-02-01,"ООО ""Иркутская Энергосбытовая компания""","IRKUTSBT","PIRKUTEN","25","FZSBOE01",506.343158942465,127113.214817961
"343",2011-02-01,"МУП ""Ивантеевские Электросети""","IVELSETI","PIVANTES","46","FZZMSK26",1140.65219571701,258541.264910518
"344",2011-02-01,"ОАО ""Ивановская энергосбытовая компания""","IVENERGO","PIVENERG","24","FZZNOE24",1136.28542930117,223189.915924259
"345",2011-02-01,"ООО ""Энергосетевая компания""","IVENERSK","PIVENSK1","24","FZZNOE24",1177.37711996661,218062.887715805
"346",2011-02-01,"ООО ""Энергосетевая компания""","IVENERSK","PIVENSK2","24","FZZNOE24",1130.35203928864,216890.847002505
"347",2011-02-01,"ООО ""Энергосетевая компания""","IVENERSK","PIVENSK3","24","FZZNOE24",1149.3977450613,219571.757722206
"348",2011-02-01,"ООО ""Энергосетевая компания""","IVENERSK","PIVENSK4","24","FZZNOE24",1257.4616953046,250331.9532
"349",2011-02-01,"ООО ""Энергосетевая компания""","IVENERSK","PIVENSK5","24","FZZNOE24",1153.78169799125,220370.465671999
"350",2011-02-01,"ООО ""Энергосетевая компания""","IVENERSK","PIVENSK6","24","FZZNOE24",1217.64334229668,208058.67649294
"351",2011-02-01,"ООО ""Энергосетевая компания""","IVENERSK","PIVENSK7","24","FZZNOE24",1153.02128535525,222955.758985196
"352",2011-02-01,"ООО ""Энергосетевая компания""","IVENERSK","PIVENSK8","24","FZZNOE24",1156.09715128119,218556.806613193
"353",2011-02-01,"ООО ""Энергосетевая компания""","IVENERSK","PIVENSK9","24","FZZNOE24",1143.02749045539,221712.434329702
"354",2011-02-01,"ООО ""Энергосетевая компания""","IVENERSK","PIVENS10","24","FZZNOE24",1160.61911688358,217120.049761037
"355",2011-02-01,"ООО ""Энергосетевая компания""","IVENERSK","PIVENS11","24","FZZNOE24",1157.74422877474,219475.869148073
"356",2011-02-01,"ООО ""Энергосетевая компания""","IVENERSK","PIVENS12","24","FZZNOE24",1211.15133039415,222884.008232966
"357",2011-02-01,"ООО ""Энергосетевая компания""","IVENERSK","PIVENS13","24","FZZNOE24",1235.32126146183,217819.292158107
"358",2011-02-01,"ООО ""Энергосетевая компания""","IVENERSK","PIVENS14","24","FZZNOE24",1167.67603878947,221407.348679945
"359",2011-02-01,"ООО ""Энергосетевая компания""","IVENERSK","PIVENS15","24","FZZNOE24",1165.56676825991,224351.361654721
"360",2011-02-01,"ООО ""Энергосетевая компания""","IVENERSK","PIVENS16","24","FZZNOE24",1292.16893783591,220526.189339615
"361",2011-02-01,"ООО ""Энергосетевая компания""","IVENERSK","PIVENS17","24","FZZNOE24",1134.89046718824,221054.710371241
"362",2011-02-01,"ООО ""Энергосетевая компания""","IVENERSK","PIVENS18","24","FZZNOE24",1136.95810870528,220273.645881526
"363",2011-02-01,"ООО ""Энергосетевая компания""","IVENERSK","PIVENS19","24","FZZNOE24",1287.66473208315,233266.825606476
"364",2011-02-01,"ООО ""Энергосетевая компания""","IVENERSK","PIVENS20","24","FZZNOE24",1161.22361221967,215119.491254617
"365",2011-02-01,"ОАО ""Каббалкэнерго""","KABBAGEN","PKABBAGE","83","FZYUOE16",407.902945919391,170283.071152281
"366",2011-02-01,"ОАО ""Калмэнергосбыт""","KALMENER","PKALMENE","85","FZYURS19",1190.08516447112,217469.999021263
"367",2011-02-01,"ОАО ""Калужская сбытовая компания""","KALUGENE","PKALUGEN","29","FZZNOE24",1174.31583304189,222252.515413952
"368",2011-02-01,"ОАО ""Карельская энергосбытовая компания""","KARELENE","PKARELEN","86","FZSZOE27",1108.06119468131,293297.455302334
